Sat. Num,Sat. Name,Item #,Launch Date,Epoch Date,Epoch Time,SMA,eccentricity,inclination,RAAN,Arg. Perigee,True Anomaly,Period,Perigee Altitude,Apogee Altitude,Country,Purpose,Status
06779,ATLAS CENTAUR R,2,1971-12-20,2018-11-20,19:7:12.234,25001.791,0.71756,27.6005,187.773,141.513,330.410,655.72,683.256,36564.056,US,Unknown,Unknown,
06787,OPS 8364,1,1973-08-17,2018-11-21,4:34:20.702,7163.901,0.00253,98.7688,136.547,241.411,118.707,100.57,767.657,803.874,US,Earth Sci,Inactive,
06788,THOR BURNER 2 R,2,1973-08-17,2018-11-21,3:14:48.773,7183.029,0.00281,98.8630,140.617,169.543,190.575,100.98,784.679,825.109,US,Unknown,Unknown,
06796,INTELSAT 4-F7,1,1973-08-23,2018-11-20,7:46:6.973,42482.946,0.00009,13.1214,324.581,98.563,73.343,1452.38,36100.941,36108.681,ITSO,Comm,Inactive,
06797,ATLAS CENTAUR R,2,1973-08-23,2018-11-20,20:7:57.217,24848.793,0.72218,27.9907,29.004,214.961,167.397,649.71,525.290,36416.027,US,Unknown,Unknown,
06822,OPS 8314 (2),3,1972-10-10,2018-11-20,23:21:30.648,7819.593,0.00305,95.6339,140.493,47.329,68.793,114.69,1417.587,1465.329,US,Surv/Mil,Unknown,
06823,TITAN 3D DEB,4,1972-10-10,2018-11-20,14:19:25.741,7822.863,0.00511,95.7958,348.283,209.126,274.229,114.76,1404.789,1484.668,US,Unknown,Unknown,
06824,TITAN 3D DEB,5,1972-10-10,2018-11-20,13:41:39.634,7816.203,0.00057,95.5053,322.361,310.996,172.981,114.62,1433.633,1442.503,US,Unknown,Unknown,
06825,COSMOS 585,1,1973-09-08,2018-11-20,14:41:15.231,7767.443,0.00182,74.0251,7.478,149.144,326.790,113.55,1375.155,1403.462,CIS,Earth Sci,Unknown,
06826,SL-8 R/B,2,1973-09-08,2018-11-20,22:17:15.514,7761.208,0.00281,74.0193,296.500,61.755,358.646,113.41,1361.252,1404.893,CIS,Unknown,Unknown,
06828,COSMOS 586,1,1973-09-14,2018-11-20,18:8:27.990,7359.351,0.00275,82.9441,52.899,1.249,110.170,104.72,960.968,1001.465,CIS,Navigation,Unknown,
06829,SL-8 R/B,2,1973-09-14,2018-11-21,13:52:43.220,7352.115,0.00224,82.9437,16.400,209.806,257.551,104.56,957.486,990.475,CIS,Unknown,Unknown,
06842,THOR ABLESTAR D,302,1961-06-29,2018-11-19,15:57:34.059,7864.065,0.06587,66.7354,17.826,201.491,239.956,115.67,967.954,2003.906,US,Unknown,Unknown,
06843,COSMOS 397 DEB,89,1971-02-25,2018-11-21,12:39:41.116,7248.610,0.04835,65.6666,16.399,237.095,123.014,102.36,519.970,1220.980,CIS,Unknown,Unknown,
06844,COSMOS 397 DEB,90,1971-02-25,2018-11-20,21:11:26.258,7385.014,0.06235,65.9017,215.688,76.100,283.996,105.27,546.400,1467.357,CIS,Unknown,Unknown,
06845,COSMOS 588,1,1973-10-02,2018-11-20,18:33:41.736,7848.523,0.00292,74.0031,63.393,330.081,146.861,115.33,1447.432,1493.344,CIS,Comm,Unknown,
06846,COSMOS 589,2,1973-10-02,2018-11-20,22:39:59.133,7829.320,0.00462,74.0006,234.597,92.595,339.380,114.91,1414.985,1487.385,CIS,Comm,Unknown,
06847,COSMOS 590,3,1973-10-02,2018-11-20,11:47:36.434,7838.179,0.00346,74.0000,322.595,195.682,278.844,115.10,1432.913,1487.174,CIS,Comm,Unknown,
06848,COSMOS 591,4,1973-10-02,2018-11-20,22:10:15.542,7794.072,0.00888,74.0014,241.635,39.296,28.706,114.13,1346.745,1485.128,CIS,Comm,Unknown,
06849,COSMOS 592,5,1973-10-02,2018-11-20,23:5:30.495,7785.206,0.00992,73.9980,151.536,292.306,67.800,113.94,1329.838,1484.303,CIS,Comm,Unknown,
06850,COSMOS 593,6,1973-10-02,2018-11-20,13:4:38.821,7802.448,0.00772,74.0002,326.882,136.462,358.569,114.32,1364.105,1484.520,CIS,Comm,Unknown,
06851,COSMOS 594,7,1973-10-02,2018-11-20,17:45:32.501,7810.993,0.00679,74.0037,52.589,235.243,242.201,114.50,1379.824,1485.891,CIS,Comm,Unknown,
06852,COSMOS 595,8,1973-10-02,2018-11-20,22:29:9.193,7819.957,0.00560,73.9979,141.838,336.480,175.471,114.70,1398.058,1485.586,CIS,Comm,Unknown,
06853,SL-8 R/B,10,1973-10-02,2018-11-21,12:43:-0.458,7931.715,0.00867,74.0021,134.129,248.180,183.978,117.17,1484.845,1622.315,CIS,Unknown,Unknown,
06909,NNSS 20,1,1973-10-30,2018-11-21,1:42:20.641,7375.914,0.01552,89.8148,302.872,242.649,117.467,105.07,883.319,1112.238,US,Navigation,Unknown,
06910,SCOUT A-1 R/B,2,1973-10-30,2018-11-20,21:25:21.391,7380.871,0.01573,89.8104,300.214,293.500,66.617,105.18,886.643,1118.830,US,Unknown,Unknown,
06916,COSMOS 606,1,1973-11-02,2018-11-14,20:28:32.812,26568.884,0.55181,71.5459,193.612,220.630,203.984,718.32,5529.778,34851.720,CIS,Surv/Mil,Unknown,
06920,NOAA 3,1,1973-11-06,2018-11-21,14:12:31.351,7883.271,0.00062,102.0188,292.017,181.351,308.971,116.10,1500.261,1510.011,US,Earth Sci,Inactive,
06921,DELTA 1 R/B,2,1973-11-06,2018-11-20,22:11:19.122,7897.508,0.00143,102.2102,291.627,264.188,95.918,116.41,1508.042,1530.705,US,Unknown,Unknown,
06938,OPS 6630 (2),4,1973-11-10,2018-11-20,20:25:45.083,7813.153,0.00266,96.9494,42.122,174.922,309.049,114.55,1414.210,1455.826,US,Surv/Mil,Unknown,
06965,COSMOS 614,1,1973-12-04,2018-11-20,21:43:34.863,7140.044,0.00234,74.0569,92.924,351.640,8.475,100.07,745.215,778.603,CIS,Comm,Unknown,
06966,SL-8 R/B,2,1973-12-04,2018-11-21,12:6:51.804,7126.814,0.00213,74.0553,332.943,180.711,179.405,99.79,733.483,763.875,CIS,Unknown,Unknown,
06973,OPS 9433,1,1973-12-13,2018-11-20,14:21:13.740,42914.855,0.00277,11.8418,310.701,159.398,64.571,1474.59,36417.803,36655.637,US,Comm,Inactive,
06974,OPS 9434,2,1973-12-13,2018-11-20,17:27:21.562,42954.287,0.00752,11.3366,312.504,4.312,190.304,1476.62,36253.148,36899.155,US,Comm,Inactive,
06976,TITAN 3C TRANST,4,1973-12-13,2018-11-20,14:13:16.598,43711.620,0.02600,13.2438,314.653,53.079,135.054,1515.85,36196.926,38470.044,US,Unknown,Unknown,
06985,COSMOS 617,1,1973-12-19,2018-11-20,19:54:29.462,7786.754,0.00959,74.0284,207.488,14.430,52.613,113.97,1333.948,1483.290,CIS,Comm,Unknown,
06986,COSMOS 618,2,1973-12-19,2018-11-20,16:19:7.533,7843.115,0.00280,74.0321,47.409,312.581,202.067,115.21,1443.003,1486.957,CIS,Comm,Unknown,
06987,COSMOS 619,3,1973-12-19,2018-11-20,22:59:15.091,7833.490,0.00410,74.0283,313.026,204.549,183.586,115.00,1423.204,1487.506,CIS,Comm,Unknown,
06988,COSMOS 620,4,1973-12-19,2018-11-20,22:0:16.400,7854.074,0.00216,74.0261,153.258,106.267,0.352,115.45,1459.007,1492.872,CIS,Comm,Unknown,
06989,COSMOS 621,5,1973-12-19,2018-11-20,20:31:7.203,7823.325,0.00496,74.0292,213.192,77.801,351.277,114.77,1406.410,1483.970,CIS,Comm,Unknown,
06990,COSMOS 622,6,1973-12-19,2018-11-20,15:46:18.818,7804.917,0.00744,74.0321,30.536,227.894,287.273,114.37,1368.680,1484.884,CIS,Comm,Unknown,
06991,COSMOS 623,7,1973-12-19,2018-11-20,22:2:48.480,7813.862,0.00632,74.0271,119.481,329.886,147.067,114.57,1386.359,1485.095,CIS,Comm,Unknown,
06992,COSMOS 624,8,1973-12-19,2018-11-20,23:20:18.627,7795.973,0.00853,74.0272,300.438,125.792,288.734,114.17,1351.315,1484.360,CIS,Comm,Unknown,
06993,SL-8 R/B,10,1973-12-19,2018-11-20,21:19:34.797,7926.142,0.00926,74.0309,120.267,252.098,218.506,117.04,1474.632,1621.382,CIS,Unknown,Unknown,
07003,AUREOLE 2,1,1973-12-26,2018-11-21,12:23:9.717,7016.707,0.03884,73.9271,74.011,302.782,57.336,97.49,366.054,911.090,FR,Space Phys,Unknown,
07004,SL-8 R/B,2,1973-12-26,2018-11-20,14:15:28.245,6793.024,0.01376,73.9301,359.988,95.753,264.368,92.87,321.411,508.367,CIS,Unknown,Unknown,
07005,COSMOS 626,1,1973-12-27,2018-11-21,5:9:43.242,7323.086,0.00468,65.4378,313.058,154.798,205.308,103.94,910.715,979.186,CIS,Surv/Mil,Unknown,
07008,COSMOS 627,1,1973-12-29,2018-11-20,16:3:8.194,7367.506,0.00335,82.9543,359.954,105.858,11.884,104.89,964.683,1014.059,CIS,Navigation,Unknown,
07009,SL-8 R/B,2,1973-12-29,2018-11-21,0:52:32.286,7353.304,0.00186,82.9485,275.363,215.745,191.029,104.59,961.459,988.879,CIS,Unknown,Unknown,
07012,DELTA 1 DEB,3,1973-11-06,2018-11-20,23:20:2.937,7853.542,0.00618,101.4771,336.996,37.564,27.556,115.44,1426.837,1523.976,US,Unknown,Unknown,
07013,DELTA 1 DEB,4,1973-11-06,2018-11-20,21:38:51.360,7836.034,0.00698,101.7491,292.687,340.397,75.449,115.05,1403.218,1512.580,US,Unknown,Unknown,
07014,DELTA 1 DEB,5,1973-11-06,2018-11-20,16:56:52.631,7552.968,0.04051,101.7123,13.718,242.483,117.629,108.88,868.838,1480.828,US,Unknown,Unknown,
07015,DELTA 1 DEB,6,1973-11-06,2018-11-20,11:28:54.602,8213.999,0.04015,101.7413,152.544,208.601,206.352,123.48,1506.110,2165.618,US,Unknown,Unknown,
07016,DELTA 1 DEB,7,1973-11-06,2018-11-20,16:25:0.119,8313.742,0.05221,101.6978,226.325,58.284,315.660,125.73,1501.572,2369.641,US,Unknown,Unknown,
07017,DELTA 1 DEB,8,1973-11-06,2018-11-21,10:49:57.412,7835.208,0.01510,102.2596,148.064,245.943,147.403,115.04,1338.727,1575.420,US,Unknown,Unknown,
07018,DELTA 1 DEB,10,1973-11-06,2018-11-20,21:23:41.343,7889.143,0.00123,102.1071,289.172,111.321,303.835,116.23,1501.295,1520.721,US,Unknown,Unknown,
07019,DELTA 1 DEB,11,1973-11-06,2018-11-20,20:38:6.826,7874.224,0.00659,101.9724,293.687,301.156,113.583,115.90,1444.210,1547.968,US,Unknown,Unknown,
07020,DELTA 1 DEB,12,1973-11-06,2018-11-20,23:48:20.444,7994.878,0.01637,102.0931,113.862,241.110,236.644,118.57,1485.841,1747.644,US,Unknown,Unknown,
07021,DELTA 1 DEB,13,1973-11-06,2018-11-21,3:26:54.949,7927.366,0.01805,101.6801,117.270,315.348,97.609,117.07,1406.158,1692.303,US,Unknown,Unknown,
07022,DELTA 1 DEB,14,1973-11-06,2018-11-20,20:43:37.957,7866.586,0.01805,102.3945,280.665,282.054,134.888,115.73,1346.481,1630.421,US,Unknown,Unknown,
07023,DELTA 1 DEB,16,1973-11-06,2018-11-21,11:49:59.433,7901.816,0.00294,101.9792,282.441,42.440,72.330,116.51,1500.450,1546.911,US,Unknown,Unknown,
07024,DELTA 1 DEB,17,1973-11-06,2018-11-20,18:47:14.148,7736.307,0.00788,101.8948,248.033,12.496,50.145,112.87,1297.207,1419.137,US,Unknown,Unknown,
07025,DELTA 1 DEB,18,1973-11-06,2018-11-21,8:46:3.084,8270.536,0.04660,101.9241,12.374,249.714,174.669,124.76,1507.026,2277.775,US,Unknown,Unknown,
07026,DELTA 1 DEB,19,1973-11-06,2018-11-20,21:10:30.024,7793.045,0.01225,102.1032,294.832,84.806,330.767,114.11,1319.447,1510.373,US,Unknown,Unknown,
07027,DELTA 1 DEB,20,1973-11-06,2018-11-21,11:20:47.471,7909.097,0.00552,101.9345,255.299,100.706,13.806,116.67,1487.322,1574.601,US,Unknown,Unknown,
07028,DELTA 1 DEB,21,1973-11-06,2018-11-20,20:50:36.598,7950.950,0.00819,102.4360,286.413,292.391,122.865,117.59,1507.680,1637.951,US,Unknown,Unknown,
07029,DELTA 1 DEB,22,1973-11-06,2018-11-21,4:10:37.086,7897.002,0.00121,102.1143,292.570,250.315,179.198,116.40,1509.348,1528.386,US,Unknown,Unknown,
07030,DELTA 1 DEB,23,1973-11-06,2018-11-20,19:54:43.922,7953.689,0.00915,102.1943,32.429,127.980,348.124,117.66,1502.812,1648.297,US,Unknown,Unknown,
07031,DELTA 1 DEB,24,1973-11-06,2018-11-20,22:37:39.784,7890.875,0.00108,101.7261,357.841,217.526,211.342,116.26,1504.253,1521.226,US,Unknown,Unknown,
07032,DELTA 1 DEB,25,1973-11-06,2018-11-21,0:16:3.312,7907.383,0.00298,102.1215,291.293,100.747,300.733,116.63,1505.670,1552.825,US,Unknown,Unknown,
07033,DELTA 1 DEB,26,1973-11-06,2018-11-20,19:24:53.250,7876.985,0.00289,101.9388,33.799,123.715,351.788,115.96,1476.094,1521.606,US,Unknown,Unknown,
07034,DELTA 1 DEB,27,1973-11-06,2018-11-21,13:11:25.006,7869.612,0.00163,101.7301,302.456,160.082,314.013,115.79,1478.681,1504.273,US,Unknown,Unknown,
07035,DELTA 1 DEB,28,1973-11-06,2018-11-21,13:36:18.768,8135.186,0.03169,101.7721,204.307,92.949,329.161,121.71,1499.213,2014.889,US,Unknown,Unknown,
07036,DELTA 1 DEB,29,1973-11-06,2018-11-20,22:43:58.333,7834.608,0.00210,101.4716,345.711,236.102,194.767,115.02,1440.020,1472.925,US,Unknown,Unknown,
07037,DELTA 1 DEB,30,1973-11-06,2018-11-20,19:38:33.678,8119.702,0.03225,102.0501,261.027,146.637,271.490,121.36,1479.728,2003.405,US,Unknown,Unknown,
07038,DELTA 1 DEB,31,1973-11-06,2018-11-20,16:52:18.573,7955.222,0.01273,102.1425,225.403,89.034,296.969,117.69,1475.823,1678.351,US,Unknown,Unknown,
07039,DELTA 1 DEB,32,1973-11-06,2018-11-20,13:41:8.056,7846.032,0.01312,102.5300,169.833,18.463,43.111,115.27,1364.939,1570.856,US,Unknown,Unknown,
07040,DELTA 1 DEB,33,1973-11-06,2018-11-20,14:12:33.293,7713.062,0.01915,102.5332,185.084,155.115,261.799,112.36,1187.239,1482.615,US,Unknown,Unknown,
07041,DELTA 1 DEB,34,1973-11-06,2018-11-20,22:14:48.321,7911.443,0.01695,101.5951,99.913,16.910,97.010,116.72,1399.240,1667.376,US,Unknown,Unknown,
07042,DELTA 1 DEB,36,1973-11-06,2018-11-20,21:7:28.545,7473.170,0.03259,101.7239,66.647,263.431,96.684,107.16,851.470,1338.601,US,Unknown,Unknown,
07043,DELTA 1 DEB,37,1973-11-06,2018-11-20,22:46:12.400,7700.313,0.02160,102.1492,112.752,35.469,80.473,112.08,1155.819,1488.536,US,Unknown,Unknown,
07044,DELTA 1 DEB,38,1973-11-06,2018-11-20,20:1:51.051,7866.144,0.00900,102.4087,58.059,276.717,194.564,115.72,1417.233,1558.785,US,Unknown,Unknown,
07045,DELTA 1 DEB,39,1973-11-06,2018-11-20,12:17:30.457,7944.822,0.00763,102.3907,293.681,189.316,289.725,117.46,1506.073,1627.300,US,Unknown,Unknown,
07046,DELTA 1 DEB,40,1973-11-06,2018-11-20,13:15:50.385,7930.563,0.00570,102.3253,293.816,265.018,212.716,117.14,1507.253,1597.604,US,Unknown,Unknown,
07048,DELTA 1 DEB,43,1973-11-06,2018-11-21,11:10:12.032,8287.607,0.04879,101.6149,296.260,83.470,35.378,125.14,1505.116,2313.827,US,Unknown,Unknown,
07049,DELTA 1 DEB,44,1973-11-06,2018-11-20,11:51:20.604,8089.737,0.02537,101.7380,157.727,257.322,158.551,120.69,1506.327,1916.878,US,Unknown,Unknown,
07050,DELTA 1 DEB,45,1973-11-06,2018-11-20,22:33:0.714,7816.575,0.00479,101.4197,323.640,216.183,210.940,114.63,1401.012,1475.868,US,Unknown,Unknown,
07051,DELTA 1 DEB,46,1973-11-06,2018-11-20,20:56:31.488,7932.728,0.00669,102.3605,294.747,339.042,76.692,117.19,1501.545,1607.640,US,Unknown,Unknown,
07052,DELTA 1 DEB,47,1973-11-06,2018-11-20,21:11:31.230,7896.490,0.00232,102.0991,285.223,278.785,151.018,116.39,1500.070,1536.641,US,Unknown,Unknown,
07053,DELTA 1 DEB,48,1973-11-06,2018-11-20,19:2:23.524,7850.674,0.00438,102.0000,26.022,162.223,311.918,115.38,1438.163,1506.914,US,Unknown,Unknown,
07054,DELTA 1 DEB,49,1973-11-06,2018-11-21,12:21:43.746,7626.729,0.03146,101.5500,147.234,51.982,13.635,110.48,1008.684,1488.504,US,Unknown,Unknown,
07055,DELTA 1 DEB,50,1973-11-06,2018-11-21,13:23:2.356,8131.897,0.03454,102.5888,189.911,348.362,26.131,121.63,1472.875,2034.649,US,Unknown,Unknown,
07056,DELTA 1 DEB,51,1973-11-06,2018-11-21,8:38:50.431,7953.320,0.00880,102.3946,282.264,351.063,164.146,117.65,1505.179,1645.191,US,Unknown,Unknown,
07057,DELTA 1 DEB,52,1973-11-06,2018-11-21,4:42:13.161,7914.523,0.00341,102.2487,294.524,264.105,166.730,116.79,1509.414,1563.362,US,Unknown,Unknown,
07058,DELTA 1 DEB,53,1973-11-06,2018-11-20,21:39:45.735,7829.909,0.00059,101.5642,308.150,52.056,1.974,114.92,1447.176,1456.373,US,Unknown,Unknown,
07059,DELTA 1 DEB,54,1973-11-06,2018-11-21,12:36:49.491,7945.186,0.01110,101.8704,155.139,291.129,136.267,117.47,1478.820,1655.281,US,Unknown,Unknown,
07060,DELTA 1 DEB,55,1973-11-06,2018-11-20,21:13:14.835,7865.002,0.00228,101.9831,295.027,227.352,188.465,115.69,1468.904,1504.830,US,Unknown,Unknown,
07061,DELTA 1 DEB,56,1973-11-06,2018-11-20,18:39:42.642,7820.361,0.01417,102.4960,18.439,124.352,351.310,114.71,1331.386,1553.067,US,Unknown,Unknown,
07063,DELTA 1 DEB,58,1973-11-06,2018-11-20,23:15:2.157,7641.768,0.02933,102.4725,1.885,298.379,181.361,110.80,1039.470,1487.796,US,Unknown,Unknown,
07064,DELTA 1 DEB,59,1973-11-06,2018-11-20,21:57:36.889,7739.865,0.01832,101.5187,79.645,169.495,314.318,112.94,1219.940,1503.520,US,Unknown,Unknown,
07065,DELTA 1 DEB,60,1973-11-06,2018-11-21,3:2:45.190,7913.589,0.00511,101.8879,10.569,169.932,260.909,116.77,1495.039,1575.870,US,Unknown,Unknown,
07066,DELTA 1 DEB,62,1973-11-06,2018-11-20,23:43:20.506,7889.584,0.00560,101.6639,344.166,328.538,45.628,116.24,1467.257,1555.641,US,Unknown,Unknown,
07068,DELTA 1 DEB,64,1973-11-06,2018-11-20,1:10:54.165,7714.373,0.02159,102.3847,358.802,236.036,179.630,112.39,1169.689,1502.787,US,Unknown,Unknown,
07069,DELTA 1 DEB,65,1973-11-06,2018-11-21,8:36:55.013,7443.606,0.02688,102.7855,240.607,2.240,357.875,106.52,865.401,1265.540,US,Unknown,Unknown,
07071,DELTA 1 DEB,68,1973-11-06,2018-11-20,17:48:20.273,7879.977,0.00074,101.7962,20.185,281.936,191.169,116.02,1496.040,1507.644,US,Unknown,Unknown,
07072,DELTA 1 DEB,69,1973-11-06,2018-11-20,22:2:3.577,7874.147,0.00114,101.5902,343.341,53.991,10.721,115.90,1487.030,1504.994,US,Unknown,Unknown,
07073,DELTA 1 DEB,70,1973-11-06,2018-11-20,20:56:34.135,7933.787,0.00644,102.1236,278.059,295.921,91.296,117.21,1504.526,1606.778,US,Unknown,Unknown,
07074,DELTA 1 DEB,71,1973-11-06,2018-11-21,9:10:19.609,7751.543,0.01763,101.9573,267.062,172.538,311.012,113.20,1236.769,1510.047,US,Unknown,Unknown,
07075,DELTA 1 DEB,72,1973-11-06,2018-11-20,18:35:6.434,7654.951,0.01631,101.5984,27.899,3.767,109.826,111.09,1151.968,1401.665,US,Unknown,Unknown,
07076,DELTA 1 DEB,73,1973-11-06,2018-11-20,21:21:8.868,7885.935,0.00122,101.9579,291.474,133.287,282.464,116.16,1498.197,1517.403,US,Unknown,Unknown,
07079,DELTA 1 DEB,76,1973-11-06,2018-11-20,16:30:15.336,7909.848,0.00398,101.8522,2.381,294.417,177.103,116.68,1500.240,1563.185,US,Unknown,Unknown,
07080,DELTA 1 DEB,77,1973-11-06,2018-11-20,14:46:21.016,7783.214,0.00568,101.8907,202.056,219.462,195.464,113.89,1360.898,1449.261,US,Unknown,Unknown,
07081,DELTA 1 DEB,78,1973-11-06,2018-11-20,22:36:2.232,7762.312,0.01656,102.2567,221.446,85.963,337.978,113.43,1255.605,1512.750,US,Unknown,Unknown,
07082,DELTA 1 DEB,79,1973-11-06,2018-11-20,22:16:9.604,7803.822,0.00384,101.8555,128.715,255.158,260.252,114.35,1395.752,1455.623,US,Unknown,Unknown,
07083,DELTA 1 DEB,80,1973-11-06,2018-11-20,11:9:10.719,7918.598,0.00637,102.2124,294.086,135.658,346.863,116.88,1489.994,1590.932,US,Unknown,Unknown,
07084,DELTA 1 DEB,81,1973-11-06,2018-11-20,20:0:30.028,7948.457,0.01529,101.8648,33.293,2.870,109.899,117.54,1448.803,1691.841,US,Unknown,Unknown,
07085,DELTA 1 DEB,82,1973-11-06,2018-11-20,16:8:40.922,7802.311,0.00967,102.1783,356.104,128.444,348.807,114.31,1348.700,1499.653,US,Unknown,Unknown,
07086,DELTA 1 DEB,83,1973-11-06,2018-11-20,21:22:5.268,7882.403,0.00136,101.7567,302.474,329.541,85.322,116.08,1493.510,1515.025,US,Unknown,Unknown,
07087,DELTA 1 DEB,84,1973-11-06,2018-11-20,12:5:1.024,7362.214,0.01763,102.1188,143.397,19.280,354.643,104.78,854.303,1113.855,US,Unknown,Unknown,
07088,DELTA 1 DEB,85,1973-11-06,2018-11-20,18:53:27.541,7709.989,0.02565,102.4083,280.832,176.113,255.801,112.29,1134.060,1529.647,US,Unknown,Unknown,
07091,DELTA 1 DEB,89,1973-11-06,2018-11-20,18:56:19.926,8076.972,0.02763,102.1279,272.759,175.598,256.279,120.40,1475.711,1921.964,US,Unknown,Unknown,
07092,DELTA 1 DEB,90,1973-11-06,2018-11-20,22:50:14.361,7616.688,0.03178,101.8665,312.074,149.960,266.534,110.26,996.523,1480.582,US,Unknown,Unknown,
07093,DELTA 1 DEB,91,1973-11-06,2018-11-20,21:41:18.406,7940.688,0.00706,102.4255,294.105,106.678,309.790,117.37,1506.480,1618.625,US,Unknown,Unknown,
07094,COSMOS 628,1,1974-01-17,2018-11-20,19:55:58.632,7357.207,0.00355,82.9580,69.126,310.149,162.600,104.67,952.921,1005.222,CIS,Navigation,Unknown,
07095,SL-8 R/B,2,1974-01-17,2018-11-21,5:15:35.415,7346.841,0.00386,82.9505,7.862,105.386,254.730,104.45,940.331,997.082,CIS,Unknown,Unknown,
07124,DELTA 1 DEB,92,1973-11-06,2018-11-20,21:46:55.602,7927.337,0.00529,102.3479,295.611,159.135,259.225,117.07,1507.299,1591.104,US,Unknown,Unknown,
07126,DELTA 1 DEB,95,1973-11-06,2018-11-21,13:5:35.346,7887.801,0.02873,101.7465,328.373,51.428,67.157,116.20,1283.073,1736.260,US,Unknown,Unknown,
07127,DELTA 1 DEB,96,1973-11-06,2018-11-21,12:34:32.731,8056.448,0.02673,101.9138,187.185,56.163,3.020,119.94,1462.993,1893.634,US,Unknown,Unknown,
07128,DELTA 1 DEB,97,1973-11-06,2018-11-21,4:3:6.656,7786.070,0.00270,101.6209,37.780,141.384,273.779,113.96,1386.936,1428.934,US,Unknown,Unknown,
07129,DELTA 1 DEB,98,1973-11-06,2018-11-20,16:14:52.341,8042.732,0.02470,102.0064,346.657,95.723,27.238,119.64,1465.926,1863.269,US,Unknown,Unknown,
07130,DELTA 1 DEB,99,1973-11-06,2018-11-21,9:29:48.321,7570.342,0.00475,102.4191,245.345,139.517,333.501,109.25,1156.246,1228.168,US,Unknown,Unknown,
07131,DELTA 1 DEB,100,1973-11-06,2018-11-20,18:16:12.024,7997.538,0.01811,101.9152,57.771,157.148,331.601,118.63,1474.542,1764.264,US,Unknown,Unknown,
07132,DELTA 1 DEB,101,1973-11-06,2018-11-20,19:51:4.906,7881.640,0.00223,101.8914,287.992,85.321,344.239,116.06,1485.891,1521.119,US,Unknown,Unknown,
07133,DELTA 1 DEB,102,1973-11-06,2018-11-20,16:45:44.965,7879.484,0.00408,101.8882,38.057,135.625,352.993,116.01,1469.229,1533.468,US,Unknown,Unknown,
07134,DELTA 1 DEB,103,1973-11-06,2018-11-20,22:24:46.775,7832.319,0.00259,101.8228,72.001,203.479,268.121,114.97,1433.902,1474.467,US,Unknown,Unknown,
07135,DELTA 1 DEB,104,1973-11-06,2018-11-21,9:7:10.886,7792.149,0.01368,102.2503,118.057,313.326,46.782,114.09,1307.418,1520.610,US,Unknown,Unknown,
07136,DELTA 1 DEB,105,1973-11-06,2018-11-21,13:9:57.167,7831.636,0.00466,101.5042,348.449,70.876,84.321,114.96,1417.040,1489.962,US,Unknown,Unknown,
07137,DELTA 1 DEB,106,1973-11-06,2018-11-20,22:38:46.468,7812.324,0.00431,101.4577,308.159,125.760,291.237,114.53,1400.495,1467.883,US,Unknown,Unknown,
07138,DELTA 1 DEB,107,1973-11-06,2018-11-21,13:24:52.594,7919.866,0.00540,101.7516,334.128,1.306,153.498,116.91,1498.958,1584.504,US,Unknown,Unknown,
07139,DELTA 1 DEB,108,1973-11-06,2018-11-20,20:13:20.797,7903.579,0.00687,102.2129,84.672,236.681,275.330,116.55,1471.144,1579.745,US,Unknown,Unknown,
07140,DELTA 1 DEB,109,1973-11-06,2018-11-20,20:25:47.181,7901.603,0.00242,102.0420,278.791,13.943,54.021,116.50,1504.375,1542.562,US,Unknown,Unknown,
07141,DELTA 1 DEB,110,1973-11-06,2018-11-20,23:44:14.710,7886.159,0.00256,102.2896,332.145,11.214,55.811,116.16,1487.833,1528.215,US,Unknown,Unknown,
07142,DELTA 1 DEB,111,1973-11-06,2018-11-20,19:9:20.686,7919.273,0.00443,101.9201,19.864,99.111,23.638,116.89,1506.021,1576.254,US,Unknown,Unknown,
07143,DELTA 1 DEB,112,1973-11-06,2018-11-20,19:3:7.191,7914.926,0.00481,102.1480,34.165,75.723,45.348,116.80,1498.703,1574.879,US,Unknown,Unknown,
07145,DELTA 1 DEB,115,1973-11-06,2018-11-20,20:32:25.368,8143.018,0.03160,102.0096,59.828,357.551,116.228,121.88,1507.554,2022.212,US,Unknown,Unknown,
07146,DELTA 1 DEB,116,1973-11-06,2018-11-21,9:24:31.185,7877.240,0.00639,101.7929,237.109,349.289,126.040,115.96,1448.779,1549.430,US,Unknown,Unknown,
07147,DELTA 1 DEB,117,1973-11-06,2018-11-21,12:59:55.462,7914.782,0.00567,101.8412,298.319,353.152,120.306,116.79,1491.792,1581.502,US,Unknown,Unknown,
07148,DELTA 1 DEB,118,1973-11-06,2018-11-21,2:51:6.333,7945.379,0.01332,102.2369,26.436,221.461,208.208,117.47,1461.444,1673.044,US,Unknown,Unknown,
07149,DELTA 1 DEB,120,1973-11-06,2018-11-20,20:26:35.832,7888.143,0.00492,102.0861,57.591,96.543,22.767,116.20,1471.229,1548.787,US,Unknown,Unknown,
