Sat. Num,Sat. Name,Item #,Launch Date,Epoch Date,Epoch Time,SMA,eccentricity,inclination,RAAN,Arg. Perigee,True Anomaly,Period,Perigee Altitude,Apogee Altitude,Country,Purpose,Status
24313,ECHOSTAR 2,1,1996-09-11,2018-11-20,6:37:2.358,42183.189,0.00049,7.6899,49.102,3.610,23.218,1437.04,35784.308,35825.800,US,Comm,Inactive,
24315,AMC-1,1,1996-09-08,2018-11-20,10:14:21.609,42164.737,0.00029,2.6674,82.310,152.414,207.366,1436.10,35774.446,35798.758,SES,Comm,Active,
24320,NAVSTAR 39,1,1996-09-12,2018-11-21,2:31:26.332,27879.451,0.00241,55.7258,332.509,162.523,232.465,772.12,21434.165,21568.466,US,Navigation,Inactive,
24340,PEGASUS DEB,382,1994-05-19,2018-11-20,12:41:41.986,7636.773,0.08979,81.5744,337.103,350.690,171.461,110.69,572.921,1944.354,US,Unknown,Unknown,
24378,PEGASUS DEB,448,1994-05-19,2018-11-21,4:57:1.778,7093.157,0.01744,82.0317,8.197,171.813,188.306,99.09,591.283,838.760,US,Unknown,Unknown,
24435,EXPRESS 2,1,1996-09-26,2018-11-20,18:29:42.726,42165.282,0.00116,14.5177,17.199,291.637,74.954,1436.12,35738.404,35835.890,CIS,Comm,Inactive,
24438,SL-12 R/B(2),4,1996-09-26,2018-11-20,18:34:42.692,42174.661,0.00078,14.7538,14.022,24.304,338.425,1436.60,35763.744,35829.308,CIS,Unknown,Unknown,
24487,PEGASUS DEB,558,1994-05-19,2018-11-20,17:30:46.801,6747.145,0.00136,81.9330,65.027,78.228,281.898,91.93,359.807,378.214,US,Unknown,Unknown,
24529,PEGASUS DEB,602,1994-05-19,2018-11-20,21:7:45.270,7008.719,0.01245,81.9796,14.167,267.476,216.339,97.32,543.315,717.853,US,Unknown,Unknown,
24547,PEGASUS DEB,622,1994-05-19,2018-11-21,13:7:27.835,6707.067,0.00121,82.0105,167.231,79.945,310.530,91.11,320.836,337.027,US,Unknown,Unknown,
24581,PEGASUS DEB,658,1994-05-19,2018-11-20,22:34:44.633,7555.635,0.08032,81.5496,137.986,132.773,18.435,108.93,570.620,1784.380,US,Unknown,Unknown,
24594,PEGASUS DEB,673,1994-05-19,2018-11-20,16:52:1.713,7309.063,0.05311,81.4728,53.751,138.215,12.978,103.65,542.737,1319.120,US,Unknown,Unknown,
24602,PEGASUS DEB,681,1994-05-19,2018-11-21,12:43:46.861,7523.576,0.07874,81.5305,351.010,189.581,170.514,108.24,553.050,1737.832,US,Unknown,Unknown,
24652,ARABSAT-2B,1,1996-11-13,2018-11-20,14:49:42.385,42406.369,0.00042,4.7435,68.050,207.666,2.275,1448.46,36010.542,36045.926,AB,Comm,Inactive,
24653,AFRICASAT-2,2,1996-11-13,2018-11-21,12:14:0.021,42338.929,0.00033,8.2427,46.160,187.621,232.020,1445.01,35946.695,35974.893,MALA,Comm,Inactive,
24654,ARIANE 44L R/B,3,1996-11-13,2018-11-21,11:56:21.100,23683.906,0.71668,4.0337,100.544,332.202,12.014,604.56,331.902,34279.641,FR,Unknown,Unknown,
24665,EUTELSAT 48A,1,1996-11-21,2018-11-20,17:48:56.332,42703.201,0.00041,7.2253,52.253,104.127,273.589,1463.69,36307.771,36342.361,EUTE,Comm,Inactive,
24674,INMARSAT 3-F3,1,1996-12-18,2018-11-21,12:22:31.178,42164.971,0.00052,4.4550,69.222,171.226,183.751,1436.11,35764.830,35808.842,IM,Comm,Active,
24675,ATLAS 2A CENTAU,2,1996-12-18,2018-11-21,11:36:29.173,24775.034,0.70076,22.6037,295.515,271.247,325.646,646.82,1035.479,35758.319,US,Unknown,Unknown,
24677,COSMOS 2336,1,1996-12-20,2018-11-20,19:58:6.630,7372.312,0.00243,82.9419,83.649,31.043,79.964,104.99,976.246,1012.108,CIS,Surv/Mil,Unknown,
24678,SL-8 R/B,2,1996-12-20,2018-11-20,20:2:20.608,7364.740,0.00234,82.9412,62.093,306.036,171.481,104.83,969.358,1003.853,CIS,Unknown,Unknown,
24679,SL-19 DEB,25,1994-12-26,2018-11-20,16:58:23.045,8377.456,0.01923,64.9874,47.975,306.995,213.583,127.18,1838.235,2160.407,CIS,Unknown,Unknown,
24682,PEGASUS DEB,27,1994-05-19,2018-11-21,2:14:7.576,7031.494,0.01636,82.1258,243.861,223.729,136.392,97.80,538.291,768.427,US,Unknown,Unknown,
24700,ISO DEB,3,1995-11-17,2018-11-21,8:3:28.074,42172.135,0.82302,1.8388,65.156,350.458,54.819,1436.48,1085.405,70502.595,ESA,Unknown,Unknown,
24703,SL-19 DEB,26,1994-12-26,2018-11-20,20:0:8.899,8434.887,0.02194,64.7308,251.030,274.041,121.068,128.49,1871.683,2241.821,CIS,Unknown,Unknown,
24705,TRANSIT 10 DEB,5,1965-12-22,2018-11-21,12:30:40.590,7272.733,0.00869,89.0610,125.999,168.905,262.740,102.87,831.425,957.772,US,Unknown,Unknown,
24712,ARIANE 3 DEB,7,1986-03-28,2018-11-20,11:35:33.595,20816.277,0.67185,8.4227,271.999,87.244,298.968,498.15,452.647,28423.636,FR,Unknown,Unknown,
24713,AMC-2,1,1997-01-30,2018-11-21,0:43:54.613,42164.594,0.00053,5.2964,63.280,177.708,105.221,1436.09,35764.028,35808.891,SES,Comm,Active,
24714,NAHUEL 1A,2,1997-01-30,2018-11-21,7:30:25.792,42415.763,0.00056,8.5064,45.990,181.694,186.263,1448.94,36013.990,36061.267,ARGN,Comm,Unknown,
24715,ARIANE 44L R/B,3,1997-01-30,2018-11-21,8:29:44.380,10517.324,0.38081,7.2303,224.437,128.835,227.522,178.90,134.048,8144.331,FR,Unknown,Unknown,
24720,HALCA,1,1997-02-12,2018-11-20,17:58:5.277,17255.149,0.59965,31.2306,248.309,353.218,200.486,375.96,529.995,21224.033,JPN,Astronomy,Inactive,
24721,M-V-1 R/B,2,1997-02-12,2018-11-20,20:32:57.897,8630.392,0.23232,31.1311,130.220,56.500,304.177,132.99,247.246,4257.268,JPN,Unknown,Unknown,
24722,ARIANE 44L DEB,5,1991-01-15,2018-11-18,10:23:14.147,20351.920,0.66180,7.0479,168.340,241.210,115.495,481.58,504.953,27442.616,FR,Unknown,Unknown,
24723,ARIANE 44L DEB,6,1991-01-15,2018-11-20,15:44:43.675,22070.247,0.68384,6.5733,279.945,46.607,168.374,543.84,599.586,30784.639,FR,Unknown,Unknown,
24724,ARIANE 44L DEB,7,1991-01-15,2018-11-20,13:29:58.147,21199.080,0.67890,6.2019,317.306,328.631,15.648,511.96,428.907,29212.984,FR,Unknown,Unknown,
24725,COSMOS 2337,1,1997-02-14,2018-11-20,20:27:29.832,7798.320,0.00083,82.6110,232.160,258.942,101.167,114.23,1413.716,1426.654,CIS,Comm,Inactive,
24726,COSMOS 2338,2,1997-02-14,2018-11-20,18:56:24.503,7795.558,0.00043,82.6024,219.922,231.585,128.524,114.16,1414.038,1420.808,CIS,Comm,Inactive,
24727,COSMOS 2339,3,1997-02-14,2018-11-20,21:4:44.707,7791.514,0.00004,82.6067,213.739,87.644,32.112,114.08,1413.035,1413.723,CIS,Comm,Inactive,
24728,GONETS-D1 4,4,1997-02-14,2018-11-21,10:45:37.438,7785.228,0.00082,82.6066,199.332,349.182,10.927,113.94,1400.747,1413.439,CIS,Comm,Inactive,
24729,GONETS-D1 5,5,1997-02-14,2018-11-21,6:49:4.486,7789.071,0.00048,82.6014,204.058,45.772,314.337,114.02,1407.236,1414.637,CIS,Comm,Inactive,
24730,GONETS-D1 6,6,1997-02-14,2018-11-21,10:50:4.235,7791.114,0.00029,82.6102,214.744,92.892,267.216,114.07,1410.701,1415.257,CIS,Comm,Inactive,
24731,SL-14 R/B,7,1997-02-14,2018-11-20,23:20:36.790,7820.768,0.00425,82.5991,276.185,91.675,332.052,114.72,1409.389,1475.878,CIS,Unknown,Unknown,
24732,INTELSAT 26,1,1997-02-17,2018-11-20,21:28:1.192,42164.662,0.00051,8.2301,46.484,179.847,217.683,1436.09,35765.175,35807.879,ITSO,Comm,Active,
24741,ARIANE 44L DEB,8,1991-01-15,2018-11-20,5:16:8.359,22060.536,0.68310,6.8660,351.785,263.134,159.187,543.48,612.882,30751.920,FR,Unknown,Unknown,
24742,INTELSAT 801,1,1997-03-01,2018-11-20,15:18:12.843,42600.250,0.00119,7.7446,50.334,282.017,132.414,1458.40,36171.289,36272.942,ITSO,Comm,Inactive,
24748,DIRECTV 6,1,1997-03-08,2018-11-20,19:31:42.474,42516.623,0.00336,9.7331,40.862,247.566,105.727,1454.11,35995.645,36281.331,US,Comm,Inactive,
24751,ARIANE 44L DEB,11,1991-01-15,2018-11-20,20:33:34.906,18379.817,0.62919,7.1900,260.481,57.637,322.391,413.31,437.318,23566.046,FR,Unknown,Unknown,
24752,SL-8 DEB,3,1991-01-29,2018-11-19,0:0:53.775,7340.186,0.00227,82.9146,320.581,232.477,157.843,104.31,945.353,978.749,CIS,Unknown,Unknown,
24756,DMSP 5D-2 F14 D,2,1997-04-04,2018-11-20,14:16:43.794,6881.053,0.00044,98.8201,161.736,76.566,318.204,94.68,499.897,505.940,US,Unknown,Unknown,
24761,COSMOS 2340,1,1997-04-09,2018-11-20,5:22:0.413,26546.720,0.63549,67.2490,24.661,189.732,160.187,717.42,3298.314,37038.856,CIS,Surv/Mil,Unknown,
24764,SL-6 R/B(2),4,1997-04-09,2018-11-20,0:29:1.471,26334.691,0.66467,66.4075,325.066,176.036,190.936,708.85,2452.667,37460.446,CIS,Unknown,Unknown,
24768,THAICOM 3,1,1997-04-16,2018-11-20,11:50:9.123,42595.921,0.00847,9.3446,43.024,341.193,57.689,1458.18,35856.862,36578.710,THAI,Comm,Inactive,
24769,BSAT-1A,2,1997-04-16,2018-11-20,18:2:44.760,42490.342,0.00075,5.9957,57.170,222.739,175.150,1452.76,36080.466,36143.947,JPN,Comm,Inactive,
24772,COSMOS 2341,1,1997-04-17,2018-11-20,16:30:47.313,7372.668,0.00256,82.9234,7.148,10.189,108.784,105.00,975.631,1013.435,CIS,Surv/Mil,Unknown,
24773,SL-8 R/B,2,1997-04-17,2018-11-21,4:43:18.065,7364.735,0.00230,82.9207,346.695,292.096,136.893,104.83,969.630,1003.570,CIS,Unknown,Unknown,
24777,DMSP 5D-2 F14 D,4,1997-04-04,2018-11-20,20:57:10.303,7050.454,0.00022,98.8487,48.176,251.154,108.967,98.19,670.739,673.899,US,Unknown,Unknown,
24778,DMSP 5D-2 F14 D,5,1997-04-04,2018-11-20,18:27:35.838,7109.490,0.00036,98.7905,249.368,177.507,235.415,99.43,728.826,733.884,US,Unknown,Unknown,
24786,GOES 10,1,1997-04-25,2018-11-20,2:47:1.505,42489.837,0.00292,9.9332,39.080,180.926,179.002,1452.74,35987.721,36235.683,US,Earth Sci,Inactive,
24793,IRIDIUM 7,2,1997-05-05,2018-11-21,12:10:32.601,7155.628,0.00020,86.3953,100.700,92.679,267.441,100.40,776.058,778.929,US,Comm,Inactive,
24795,IRIDIUM 5,4,1997-05-05,2018-11-21,10:56:34.048,7007.488,0.01379,86.3972,88.916,324.844,35.279,97.30,532.689,726.016,US,Comm,Inactive,
24796,IRIDIUM 4,5,1997-05-05,2018-11-21,11:46:8.994,7152.548,0.00021,86.3947,99.203,92.478,310.044,100.33,772.886,775.939,US,Comm,Inactive,
24797,DELTA 2 R/B,6,1997-05-05,2018-11-20,22:38:6.927,7123.162,0.02259,86.8962,162.342,18.187,119.942,99.72,584.139,905.915,US,Unknown,Unknown,
24798,DFH 3-2,1,1997-05-11,2018-11-20,19:38:42.785,42184.660,0.00038,11.1291,33.523,27.652,332.882,1437.12,35790.567,35822.484,PRC,Comm,Unknown,
24800,COSMOS 2342,1,1997-05-14,2018-11-20,4:10:3.371,26648.581,0.73362,64.0883,164.501,180.597,177.772,721.56,720.567,39820.325,CIS,Surv/Mil,Unknown,
24803,SL-6 R/B(2),4,1997-05-14,2018-11-20,14:12:15.246,26241.751,0.67138,65.8608,143.653,151.578,192.811,705.10,2245.479,37481.753,CIS,Unknown,Unknown,
24808,THOR II,1,1997-05-20,2018-11-20,18:38:12.540,42533.930,0.00081,7.6316,49.142,250.430,111.480,1455.00,36121.453,36190.136,NOR,Comm,Inactive,
24809,DELTA 2 R/B,2,1997-05-20,2018-11-20,7:19:15.072,7524.778,0.06662,26.2954,268.292,177.910,182.141,108.27,645.328,1647.958,US,Unknown,Unknown,
24810,DELTA 2 R/B(2),3,1997-05-20,2018-11-19,19:33:15.000,25270.866,0.69568,19.4715,278.557,171.082,203.195,666.33,1312.224,36473.238,US,Unknown,Unknown,
24812,GALAXY 25,1,1997-05-24,2018-11-21,2:12:8.121,42164.670,0.00033,0.6064,94.528,146.306,119.203,1436.09,35772.659,35800.411,US,Comm,Active,
24815,SL-12 R/B(2),4,1997-05-24,2018-11-20,12:58:38.233,27548.521,0.53299,18.4473,329.452,212.568,158.830,758.42,6487.399,35853.373,CIS,Unknown,Unknown,
24817,PEGASUS DEB,28,1994-05-19,2018-11-20,22:1:18.227,7262.985,0.04169,81.6943,31.502,83.609,42.017,102.67,582.041,1187.660,US,Unknown,Unknown,
24818,SL-8 DEB,3,1977-09-13,2018-11-21,1:36:23.370,7341.646,0.00292,82.9682,354.973,295.418,93.765,104.34,942.106,984.916,CIS,Unknown,Unknown,
24819,INMARSAT 3-F4,1,1997-06-03,2018-11-21,12:22:46.252,42381.679,0.00062,6.6439,54.692,314.292,56.468,1447.19,35977.144,36029.943,IM,Comm,Inactive,
24820,INSAT-2D,2,1997-06-03,2018-11-21,7:35:42.679,40942.834,0.03262,13.6311,10.596,51.720,126.362,1374.13,33229.070,35900.328,IND,Comm,Inactive,
24827,COSMOS 2344,1,1997-06-06,2018-11-21,1:27:19.268,8499.396,0.10015,63.3267,155.915,35.413,137.051,129.97,1270.054,2972.468,CIS,Surv/Mil,Unknown,
24829,SL-12 R/B(2),3,1997-06-06,2018-11-20,22:7:49.160,8503.045,0.09820,63.3516,187.198,17.873,68.494,130.05,1289.944,2959.876,CIS,Unknown,Unknown,
24833,SL-12 DEB,6,1997-06-06,2018-11-20,22:5:39.609,8506.066,0.09854,63.3502,205.418,19.995,60.113,130.12,1289.730,2966.133,CIS,Unknown,Unknown,
24834,FENGYUN 2A,1,1997-06-10,2018-11-19,23:17:51.496,43390.870,0.00986,14.1574,26.219,173.062,201.464,1499.19,36584.980,37440.491,PRC,Earth Sci,Inactive,
24836,IRIDIUM 914,1,1997-06-18,2018-11-21,13:18:-0.363,7140.440,0.00024,86.3918,114.537,137.147,222.973,100.08,760.592,764.018,US,Comm,Inactive,
24841,IRIDIUM 16,6,1997-06-18,2018-11-21,12:53:43.424,7147.201,0.00035,86.4015,131.289,51.265,308.855,100.22,766.578,771.554,US,Comm,Inactive,
24842,IRIDIUM 911,7,1997-06-18,2018-11-21,12:18:42.511,7119.945,0.00155,86.4443,131.775,149.377,210.744,99.65,730.793,752.828,US,Comm,Inactive,
24843,COSMOS 2344 DEB,7,1997-06-06,2018-11-20,22:20:16.163,8489.874,0.09612,63.3532,130.889,17.487,139.652,129.75,1295.705,2927.773,CIS,Unknown,Unknown,
24846,INTELSAT 802,1,1997-06-25,2018-11-20,11:44:54.460,42782.485,0.00310,5.9773,60.114,224.491,185.690,1467.77,36271.725,36536.976,ITSO,Comm,Inactive,
24866,SL-16 DEB,8,1996-09-04,2018-11-21,9:48:1.861,7237.219,0.00624,71.1231,314.894,188.366,171.746,102.12,813.906,904.263,CIS,Unknown,Unknown,
24870,IRIDIUM 17,2,1997-07-09,2018-11-21,13:49:31.931,7150.379,0.00012,86.3964,161.313,31.894,328.226,100.29,771.381,773.108,US,Comm,Inactive,
24871,IRIDIUM 920,3,1997-07-09,2018-11-21,13:6:14.761,7138.075,0.00137,86.3961,146.269,66.431,293.689,100.03,750.180,769.700,US,Comm,Inactive,
24873,IRIDIUM 921,5,1997-07-09,2018-11-21,13:22:34.813,6907.764,0.00054,86.3943,178.920,241.321,118.803,95.23,525.896,533.362,US,Comm,Inactive,
24876,NAVSTAR 43,1,1997-07-23,2018-11-21,15:30:14.669,26560.297,0.00331,55.4723,206.595,81.146,328.664,717.97,20094.120,20270.204,US,Navigation,Active,
24880,SUPERBIRD-A3,1,1997-07-28,2018-11-20,16:19:56.355,42504.676,0.00090,7.5298,51.001,266.026,93.856,1453.50,36088.172,36164.910,JPN,Comm,Inactive,
24883,ORBVIEW 2,1,1997-08-01,2018-11-20,21:21:47.280,7158.263,0.00025,98.5732,72.522,29.815,330.303,100.45,778.307,781.949,US,Earth Sci,Inactive,
24891,PAS 6,1,1997-08-08,2018-11-20,19:7:51.318,44114.112,0.06836,12.9737,341.463,191.132,348.767,1536.83,34720.429,40751.525,US,Comm,Unknown,
24892,ARIANE 44P R/B,2,1997-08-08,2018-11-20,20:22:1.663,18337.237,0.63421,7.5349,202.508,116.649,245.362,411.87,329.373,23588.831,FR,Unknown,Unknown,
24893,SL-3 DEB,3,1988-04-20,2018-11-21,2:29:38.926,6955.011,0.00377,97.4970,352.276,172.075,254.388,96.21,550.631,603.121,CIS,Unknown,Unknown,
24894,COSMOS 2345,1,1997-08-14,2018-11-20,10:30:10.545,42170.387,0.01674,13.9289,20.137,232.118,137.343,1436.39,35086.210,36498.293,CIS,Surv/Mil,Unknown,
24897,SL-12 R/B(2),4,1997-08-14,2018-11-20,16:56:27.412,42244.032,0.03622,13.9990,20.380,231.631,139.929,1440.15,34335.814,37395.980,CIS,Unknown,Unknown,
24901,ABS-3,1,1997-08-19,2018-11-20,15:36:49.014,42449.653,0.00081,5.8369,60.537,199.201,182.104,1450.68,36037.320,36105.715,ABS,Comm,Inactive,
24903,IRIDIUM 26,1,1997-08-21,2018-11-21,7:57:3.856,7152.088,0.00023,86.3997,36.208,91.121,268.998,100.32,772.297,775.609,US,Comm,Inactive,
24905,IRIDIUM 46,3,1997-08-21,2018-11-21,14:19:32.366,6773.047,0.02052,86.3796,15.682,8.673,351.455,92.46,255.923,533.901,US,Comm,Inactive,
24907,IRIDIUM 22,5,1997-08-21,2018-11-21,12:59:12.800,7155.620,0.00022,86.4000,37.810,96.409,263.710,100.40,775.893,779.078,US,Comm,Inactive,
24911,DELTA 1 DEB,13,1981-08-03,2018-11-20,4:20:10.494,18247.704,0.62202,89.9802,35.762,54.906,345.202,408.86,519.196,23219.942,US,Unknown,Unknown,
24914,NOAA 7 DEB,6,1981-06-23,2018-11-20,22:10:23.662,7144.911,0.00250,98.6615,330.790,95.874,264.245,100.17,748.883,784.668,US,Unknown,Unknown,
24916,INTELSAT 5,1,1997-08-28,2018-11-20,9:43:52.905,42164.938,0.00037,4.5623,68.531,180.434,179.387,1436.11,35771.142,35802.463,US,Comm,Active,
24919,SL-12 R/B(2),4,1997-08-28,2018-11-20,15:14:33.960,28565.526,0.48330,15.0737,13.263,249.691,147.747,800.80,8381.644,35993.138,CIS,Unknown,Unknown,
24920,FORTE,1,1997-08-29,2018-11-20,23:43:12.648,7182.216,0.00197,69.9523,128.325,79.898,280.214,100.96,789.906,818.257,US,Surv/Mil,Active,
24921,PEGASUS R/B,2,1997-08-29,2018-11-21,1:35:7.886,7184.762,0.00186,69.9698,150.592,57.986,75.780,101.01,793.258,819.997,US,Unknown,Unknown,
24925,DUMMY MASS 1,1,1997-09-01,2018-11-21,13:23:11.844,6991.134,0.00073,86.3350,162.593,14.961,345.161,96.96,607.917,618.082,PRC,Comm,Inactive,
24926,DUMMY MASS 2,2,1997-09-01,2018-11-21,3:19:49.382,6991.864,0.00084,86.3351,163.987,22.165,337.958,96.97,607.838,619.619,PRC,Comm,Inactive,
24931,EUTELSAT W75,1,1997-09-02,2018-11-21,2:34:3.426,41556.647,0.00229,7.0981,50.397,324.612,12.137,1405.14,35083.343,35273.681,EUTE,Comm,Inactive,
24932,METEOSAT-7,2,1997-09-02,2018-11-20,10:24:20.877,42723.368,0.00113,11.2231,33.152,318.221,41.727,1464.73,36296.853,36393.613,EUME,Earth Sci,Inactive,
24936,AMC-3,1,1997-09-04,2018-11-21,11:10:43.125,42164.697,0.00028,1.5002,89.650,152.744,273.700,1436.10,35774.579,35798.545,SES,Comm,Active,
24937,ATLAS 2AS CENTA,2,1997-09-04,2018-11-20,2:41:46.503,25441.864,0.73775,18.3809,257.037,249.431,83.128,673.11,294.063,37833.396,US,Unknown,Unknown,
24944,IRIDIUM 29,1,1997-09-14,2018-11-21,9:12:38.140,7154.262,0.00021,86.3982,68.484,99.905,260.215,100.37,774.629,777.625,US,Comm,Inactive,
24945,IRIDIUM 32,2,1997-09-14,2018-11-21,10:30:38.711,7155.805,0.00018,86.3970,68.792,111.445,248.675,100.40,776.349,778.991,US,Comm,Active,
24946,IRIDIUM 33,3,1997-09-14,2018-11-21,10:3:10.628,7157.778,0.00074,86.3896,68.179,357.545,2.575,100.44,774.366,784.919,US,Comm,Inactive,
24948,IRIDIUM 28,5,1997-09-14,2018-11-21,9:38:2.012,7151.096,0.00022,86.3986,67.395,85.302,274.818,100.30,771.382,774.540,US,Comm,Inactive,
24950,IRIDIUM 31,7,1997-09-14,2018-11-21,10:25:47.960,7141.244,0.00024,86.4241,68.944,97.435,262.685,100.10,761.365,764.853,US,Comm,Active,
24953,COSMOS 2346,1,1997-09-23,2018-11-20,22:9:24.521,7343.457,0.00397,82.9231,257.738,173.310,252.045,104.38,936.159,994.484,CIS,Surv/Mil,Unknown,
24954,FAISAT 2V,2,1997-09-23,2018-11-20,22:8:50.967,7342.101,0.00395,82.9235,256.240,167.392,258.413,104.35,934.943,992.988,US,Comm,Unknown,
24955,SL-8 R/B,3,1997-09-23,2018-11-21,7:48:2.541,7336.612,0.00311,82.9231,239.470,99.890,260.226,104.23,935.647,981.308,CIS,Unknown,Unknown,
24956,NIMBUS 2 DEB,3,1966-05-15,2018-11-21,12:45:37.011,7434.577,0.00533,100.4648,296.443,322.274,163.246,106.33,1016.820,1096.064,US,Unknown,Unknown,
24957,NSS-5,1,1997-09-23,2018-11-21,11:45:50.319,42165.036,0.00029,4.8417,66.710,174.555,46.178,1436.11,35774.740,35799.061,NETH,Comm,Active,
24960,MOLNIYA 1-90,1,1997-09-24,2018-11-20,16:17:36.544,19505.741,0.64278,62.7672,128.740,297.227,40.602,451.86,589.702,25665.510,CIS,Comm,Unknown,
24966,IRIDIUM 35,2,1997-09-27,2018-11-21,12:10:41.423,7141.260,0.00021,86.4211,100.411,100.467,259.653,100.10,761.620,764.630,US,Comm,Active,
24967,IRIDIUM 36,3,1997-09-27,2018-11-21,12:37:40.918,7150.911,0.00019,86.3962,99.014,93.994,266.126,100.30,771.429,774.123,US,Comm,Inactive,
24971,IRS-1D,1,1997-09-29,2018-11-21,10:31:33.217,7156.736,0.00540,98.4943,267.791,111.311,248.808,100.42,739.930,817.273,IND,Earth Sci,Inactive,
24973,PEGASUS DEB,29,1994-05-19,2018-11-20,14:9:12.156,7189.906,0.03373,82.0204,57.036,113.395,310.256,101.12,569.282,1054.260,US,Unknown,Unknown,
24974,SL-8 DEB,3,1992-08-12,2018-11-20,14:27:19.818,7167.149,0.00237,74.0566,28.389,354.241,130.012,100.64,772.007,806.021,CIS,Unknown,Unknown,
24978,PEGASUS DEB,29,1994-05-19,2018-11-21,11:48:42.844,7096.346,0.03343,81.4467,241.385,18.079,342.044,99.15,480.970,955.452,US,Unknown,Unknown,
24980,PEGASUS DEB,29,1994-05-19,2018-11-19,18:8:36.082,7149.798,0.03032,81.5938,66.838,156.814,203.305,100.28,554.897,988.429,US,Unknown,Unknown,
24985,PEGASUS DEB,29,1994-05-19,2018-11-20,17:4:31.525,7431.821,0.06635,81.5210,62.704,35.647,324.487,106.27,560.560,1546.813,US,Unknown,Unknown,
24990,SL-12 DEB,10,1987-09-16,2018-11-20,19:46:54.263,14843.575,0.54141,64.5823,195.641,150.505,205.651,299.96,428.973,16501.908,CIS,Unknown,Unknown,
24996,PEGASUS DEB,30,1994-05-19,2018-11-20,13:33:36.492,7196.199,0.03431,82.1943,359.579,160.221,199.897,101.25,571.175,1064.952,US,Unknown,Unknown,
25000,TITAN 3C TRANST,7,1968-09-26,2018-11-21,9:38:48.802,41953.625,0.01267,5.1157,310.402,334.489,248.144,1425.33,35044.080,36106.899,US,Unknown,Unknown,
25001,TITAN 3C TRANST,8,1968-09-26,2018-11-20,21:19:0.148,41769.345,0.00674,4.8003,308.370,28.611,314.008,1415.94,35109.835,35672.585,US,Unknown,Unknown,
25004,ECHOSTAR 3,1,1997-10-05,2018-11-20,16:30:39.060,42560.922,0.00094,3.2297,74.362,252.207,107.556,1456.39,36142.890,36222.683,US,Comm,Inactive,
25010,APSTAR 2R,1,1997-10-16,2018-11-20,21:15:59.256,42465.791,0.00156,4.9522,66.539,214.972,358.465,1451.50,36021.379,36153.932,PRC,Comm,Inactive,
25021,IABS R/B,3,1997-10-25,2018-11-21,1:42:33.178,41945.200,0.00290,14.3922,15.392,97.033,82.446,1424.90,35445.583,35688.547,US,Unknown,Unknown,
25023,MAQSAT H,1,1997-10-30,2018-11-21,11:35:12.606,19867.506,0.65120,7.7237,83.748,352.193,200.022,464.49,551.717,26427.025,ESA,Engineer,Unknown,
25024,MAQSAT B,2,1997-10-30,2018-11-20,22:54:51.026,19918.259,0.65306,7.7540,83.651,351.291,195.091,466.27,532.322,26547.926,ESA,Engineer,Unknown,
25025,TEAMSAT,3,1997-10-30,2018-11-21,10:23:12.595,19956.241,0.65271,7.7336,109.766,300.233,51.505,467.60,552.564,26603.648,ESA,Engineer,Inactive,
25026,ARIANE 5 DEB,4,1997-10-30,2018-11-20,21:17:22.164,19945.515,0.65346,7.7431,95.452,328.143,197.242,467.23,533.851,26600.908,FR,Unknown,Unknown,
25027,SL-8 DEB,4,1992-08-12,2018-11-20,17:33:6.609,7142.652,0.00045,74.0311,181.844,258.991,213.497,100.13,761.299,767.735,CIS,Unknown,Unknown,
25028,SL-8 DEB,4,1993-06-16,2018-11-20,21:53:29.929,7149.228,0.00098,74.0439,358.261,175.744,251.935,100.26,764.099,778.086,CIS,Unknown,Unknown,
25030,NAVSTAR 44,1,1997-11-06,2018-11-20,5:45:46.318,26563.475,0.01793,56.1752,268.474,229.336,351.307,718.10,19708.946,20661.735,US,Navigation,Active,
25042,IRIDIUM 39,4,1997-11-09,2018-11-21,14:36:8.855,7115.980,0.00197,86.3916,156.358,21.722,338.399,99.57,723.830,751.860,US,Comm,Inactive,
25043,IRIDIUM 38,5,1997-11-09,2018-11-21,14:21:40.032,7149.491,0.00028,86.3961,160.163,63.708,296.412,100.27,769.351,773.361,US,Comm,Inactive,
25045,KUPON,1,1997-11-12,2018-11-19,17:24:1.964,42164.720,0.00076,14.4700,17.400,264.583,95.405,1436.10,35754.671,35818.500,CIS,Comm,Unknown,
25048,SL-12 R/B(2),4,1997-11-12,2018-11-20,23:32:36.468,42344.819,0.00111,14.7093,16.931,78.657,58.898,1445.31,35919.533,36013.835,CIS,Unknown,Unknown,
25049,ASTRA 5A,1,1997-11-11,2018-11-20,22:45:10.662,42409.698,0.00048,7.4667,51.328,228.860,333.028,1448.63,36011.405,36051.720,SWED,Comm,Inactive,
25050,INDOSTAR 1,2,1997-11-11,2018-11-20,19:38:42.785,42159.773,0.00059,9.8916,38.628,255.467,92.167,1435.84,35756.604,35806.673,INDO,Comm,Inactive,
25053,SL-12 R/B,5,1997-11-12,2018-11-21,10:41:51.539,23452.129,0.67698,46.1100,9.449,293.100,40.047,595.71,1197.451,32950.536,CIS,Unknown,Unknown,
25054,SL-12 R/B,6,1997-11-12,2018-11-20,18:41:37.106,12409.441,0.46528,46.6169,152.812,83.694,280.961,229.29,257.404,11805.209,CIS,Unknown,Unknown,
